id,premise,hypothesis,label_string,label
9CJZb77FY4,"The report contains information on all legal transactions and activities conducted in the reporting year between KION GROUP AG and Weichai Power Co., Ltd., as well as their subsidiaries, and on any requirement to compensate for disadvantages that have arisen.",KION GROUP AG plans to expand its market presence in Asia next year.,neutral,6
PAeEKTaVEQ,"Our employees made 2021 a hugely successful year for the KION Group, demonstrating talent and experience, immense commitment, and a great deal of passion in their work and in their efforts on behalf of our customers.","The economic challenges of 2021 made it a difficult year for the KION Group, absorbing talent and experience, immense commitment, and a great deal of passion from our work and efforts.",structure,8
AgJXJaME6t,"The principles of conduct laid down in the KION Group Code of Compliance are binding for all employees, managers, and executives worldwide.","The principles of conduct laid down in the KION Group Code of Compliance are binding for all employees, managers, and executives worldwide.",entailment,1
eFjnO1em3R,And then the internal combustion and the E-trucks are both counterbalanced.,The development of E-trucks has led to reduced emissions compared to traditional internal combustion engine trucks.,neutral,6
0vsLQrslVr,"In addition to the decrease in operating profit, effects relating to the ITS and SCS segments’ business in Russia reduced net income by €36.8 million in total.",The business in Russia had already negatively impacted net income by €36.8 million before the decrease in operating profit was observed.,temporal,9
gO6SRs2SFF,A certain German union is looking at 7% to 8% wage increases starting in October.,The same German union is considering halting wage increments beginning in October.,factive_embedding_verb,3
GoAkMRQKKv,The KION Group is already a global player in most of these sectors and enjoys established relationships with its customers.,"The KION Group plans to expand its operations into new, untapped markets in the next five years.",neutral,6
yRzDb0WTRc,"In his 14 years at the company, he transformed it from a truck manufacturer focused on Europe to a leading global provider of intralogistics solutions with tremendous prospects for the future.","In his 14 years at the company, he transformed them from enthusiastic supporters into skeptics doubting its future prospects.",structure,8
5YPKC9Ggyo,Order intake is a leading indicator for future revenue.,Order intake is a leading indicator for future revenue.,entailment,1
M1BVZgdJXf,KION GROUP AG recognized tax provisions of €44.3 million (2018: €23.2 million) including those in connection with its role as the parent company of the tax group.,KION GROUP AG's overall financial performance improved in 2019 compared to 2018.,neutral,6
7AG35yoqs0,This can be done anonymously if they so wish.,They had to disclose their identity to proceed.,factive_embedding_verb,3
in09y4FjUB,"The capital increase was entered in the commercial register on December 7, 2020.","The commercial register includes a record of the capital increase as of December 7, 2020.",entailment,1
Hu6uNc3i7E,"A lot of times, we do have to buy this in from companies like Manhattan, and sometimes, we use DAI, etc. ","Procurement of this item involves external suppliers, including companies like Manhattan and DAI.",entailment,1
JnXVriDevu,"The financial forecasts are based on assumptions relating to the development of the global economy, the sectoral environment, the procurement markets, and exchange rates.",The company plans to expand its operations into new international markets next year.,neutral,6
eS34s0bxYZ,"Actual business performance may deviate from the KION Group’s forecasts due, among other factors, to the opportunities and risks described here. ",The opportunities and risks described will start to impact the KION Group’s business performance only after all of the forecasts have been realized.,temporal,9
FmjLAAHCHu,Our audit firm has applied the IDW Standard on Quality Management: Requirements for Quality Management in the Audit Firm (IDW QS 1).,Our audit firm has not implemented any IDW Standards for Quality Management.,negation,5
SU9zu1zp2I,The supply chain risks for 2024 are regarded as manageable based on the prevailing market conditions.,Experts discovered that the supply chain risks for 2024 are beyond control due to unforeseen market conditions.,factive_embedding_verb,3
